state_code	state_name	county	county_fips	county_population	business_population	actual_margin	install_margin	active_merchants
PA	Pennsylvania	Centre	42027	161464	729	53595.8106	17070.14	133
UT	Utah	Millard	49027	12694	74	1186.2783	0.0	3
IN	Indiana	Bartholomew	18005	81402	294	34171.8980	23661.89	69
GA	Georgia	Oglethorpe	13221	14921	19	1011.9044	0.0	6
MT	Montana	Blaine	30005	6601	40	358.2720	0.0	2
VA	Virginia	Fairfax	51059	1138652	3058	257104.9451	96259.46999999999	426
DC	District of Columbia	District Of Columbia	11001	681170	2401	151020.0429	106103.41	324
CA	California	Del Norte	06015	27540	155	12492.1255	7466.0	16
GA	Georgia	Fulton	13121	1023336	5229	198281.0710	216153.85	427
IN	Indiana	Allen	18003	370404	1609	112284.5903	28762.48	363
AE	Armed Forces - Europe/Africa/Canada	None	00000	0	0	0.0000	0.0	(null)
NY	New York	Bronx	36005	1455720	3755	101652.2959	32808.399999999994	257
CA	California	Los Angeles	06037	10137915	50391	2763705.5603	1001093.3899999993	4685
KY	Kentucky	Fleming	21069	14507	73	685.5439	0.0	3
MI	Michigan	Oakland	26125	1243970	5823	808592.3893	144098.54	863
MT	Montana	Park	30067	16114	224	3699.6377	240.0	18
MO	Missouri	Daviess	29061	8209	51	2523.4955	2148.0	10
MO	Missouri	Boone	29019	176594	765	85516.7991	12145.09	191
LA	Louisiana	Vermilion	22113	60205	304	14369.5609	5875.0	38
NH	New Hampshire	Strafford	33017	127428	589	56299.3334	25925.8	160
LA	Louisiana	Caddo	22017	248851	1321	39793.4111	0.0	102
AP	Armed Forces - Europe/Africa/Canada	None	00000	0	0	0.0000	0.0	(null)
CA	California	Calaveras	06009	45171	300	12181.9524	25626.7	33
NM	New Mexico	Santa Fe	35049	148651	1323	126830.8940	40353.5	252
IA	Iowa	Marion	19125	33189	152	16124.2542	20670.0	34
FL	Florida	Miami-Dade	12086	2712945	13433	468996.3277	346311.43999999994	1029
NY	New York	Genesee	36037	58482	295	14488.0201	7170.0	35
NH	New Hampshire	Merrimack	33013	148582	819	137595.6544	32497.53	346
VA	Virginia	Salem City	51775	25549	221	16479.0529	1056.3	60
MO	Missouri	Douglas	29067	13358	46	539.2276	0.0	2
MT	Montana	Missoula	30063	116130	989	73571.5893	13051.19	150
MI	Michigan	Kalamazoo	26077	261654	1348	52190.6530	14959.0	144
VA	Virginia	Amherst	51009	31633	121	3246.0902	1844.45	8
TX	Texas	Dickens	48125	2184	17	0.0000	0.0	(null)
IL	Illinois	Randolph	17157	32621	183	2979.5157	1307.59	12
CA	California	Tehama	06103	63276	330	6747.4502	15067.0	15
NV	Nevada	Washoe	32031	453616	2262	269433.1235	40709.81	553
TN	Tennessee	Shelby	47157	934603	4006	182893.7343	55379.52	430
NY	New York	Steuben	36101	96940	465	21124.7885	505.17	57
HI	Hawaii	Honolulu	15003	992605	3949	507237.1688	80888.51000000001	1419
IN	Indiana	Lawrence	18093	45518	224	6731.4138	3725.0	22
PA	Pennsylvania	Lancaster	42071	538500	3041	134865.3328	17250.91	270
NY	New York	Queens	36081	2333054	7459	370901.1060	217958.0825	772
PA	Pennsylvania	Juniata	42067	24863	119	2006.0244	0.0	6
IN	Indiana	Benton	18007	8650	38	1311.7378	0.0	4
TX	Texas	Ector	48135	157462	777	49326.5961	19128.0	94
CA	California	Yolo	06113	215802	874	36600.7523	15613.8	94
NJ	New Jersey	Bergen	34003	939151	5397	256117.7999	130732.3825	521
IA	Iowa	Black Hawk	19013	132904	684	52441.4341	3161.0	124
IA	Iowa	Winnebago	19189	10631	109	376.2769	0.0	1
NY	New York	Orange	36071	379210	1956	138770.4878	17610.829999999998	261
TX	Texas	Denton	48121	806180	2141	181441.7137	50522.67999999999	302
OH	Ohio	Marion	39101	65096	248	7003.8960	25.0	19
PA	Pennsylvania	Butler	42019	186847	1150	126743.9060	57403.78	317
GA	Georgia	Decatur	13087	26822	150	2411.0164	1542.0	7
NJ	New Jersey	Middlesex	34023	837073	3238	194802.7127	68392.58	452
OH	Ohio	Guernsey	39059	39063	227	7834.6611	0.0	16
NM	New Mexico	Dona Ana	35013	214207	632	77914.1108	15536.86	145
CA	California	Santa Cruz	06087	274673	1825	68626.1526	12204.51	143
OR	Oregon	Washington	41067	582779	1965	144964.2433	64833.43	311
NC	North Carolina	Nash	37127	94005	421	13515.2039	103.77000000000001	42
KS	Kansas	Clark	20025	2072	22	202.7200	0.0	1
VA	Virginia	Accomack	51001	32947	213	3591.1941	0.0	16
KY	Kentucky	Jefferson	21111	765352	3280	260145.9878	78376.23999999999	616
VA	Virginia	Charlotte	51037	12129	64	468.9573	0.0	1
KY	Kentucky	Whitley	21235	36096	238	7615.4730	0.0	25
TX	Texas	Trinity	48455	14442	51	4349.2324	3404.5299999999997	14
IL	Illinois	Marshall	17123	11939	57	1029.3733	0.0	4
GA	Georgia	Cobb	13067	748150	2916	99921.3844	77549.37	228
NJ	New Jersey	Burlington	34005	449284	1742	124428.4011	52564.88	372
MI	Michigan	Leelanau	26089	21765	195	3664.3589	1072.0	16
NC	North Carolina	Yadkin	37197	37532	207	3399.8967	0.0	13
VT	Vermont	Windsor	50027	55496	536	45228.5752	1433.0	119
MI	Michigan	Hillsdale	26059	45774	201	5616.3128	0.0	20
OH	Ohio	Licking	39089	172198	730	40964.2572	11333.6	79
RI	Rhode Island	Providence	44007	633673	3109	190161.6018	38945.979999999996	364
FL	Florida	Pinellas	12103	960730	5106	363220.3281	73925.76	591
TX	Texas	Dallas	48113	2574984	10701	498069.7910	132153.97999999998	1027
WY	Wyoming	Laramie	56021	98136	442	39974.1619	20035.12	81
LA	Louisiana	Ouachita	22073	156983	852	50703.7866	11561.91	135
VA	Virginia	Gloucester	51073	37214	169	11239.4172	110.89	12
IL	Illinois	Ford	17053	13575	96	1208.5578	0.0	6
TX	Texas	Gregg	48183	123745	1049	31042.6554	1202.1	76
FL	Florida	Hendry	12051	39290	144	2085.8258	1389.0	4
NY	New York	Lewis	36049	26865	129	3154.7952	3111.5	11
MA	Massachusetts	Bristol	25005	558324	2982	124302.7726	44249.9	256
OR	Oregon	Deschutes	41017	181307	1313	41470.6811	21940.22	101
ME	Maine	Penobscot	23019	151806	857	72560.6546	13223.529999999999	179
CO	Colorado	Hinsdale	08053	788	20	95.8190	0.0	1
IA	Iowa	Mahaska	19123	22181	150	9727.9677	6310.0	27
TX	Texas	Gonzales	48177	20876	99	2776.8067	0.0	8
ID	Idaho	Fremont	16043	12943	94	2800.2822	0.0	8
TX	Texas	Jefferson	48245	254679	1245	52722.0890	11399.0	91
IL	Illinois	Saline	17165	24307	122	1732.5591	7490.0	10
MO	Missouri	Knox	29103	3934	30	465.5163	0.0	3
KS	Kansas	Wilson	20205	8723	70	607.4928	0.0	4
PA	Pennsylvania	Carbon	42025	63594	308	9296.6395	16410.260000000002	27
AR	Arkansas	Howard	05061	13377	74	2159.1480	0.0	9
SD	South Dakota	Hanson	46061	3374	5	0.0000	0.0	(null)
OH	Ohio	Shelby	39149	48623	189	7597.0048	45720.0	22
WI	Wisconsin	Racine	55101	195140	922	62928.4971	46131.05999999999	173
PA	Pennsylvania	Columbia	42037	66420	368	12274.6139	1368.0	34
KS	Kansas	Comanche	20033	1862	13	0.0000	0.0	(null)
MN	Minnesota	Hennepin	27053	1232483	5164	708462.3419	220707.80000000002	1386
CA	California	San Luis Obispo	06079	282887	2554	82197.8552	46527.27	178
FL	Florida	Hernando	12053	182835	604	8787.6247	6828.0	29
FL	Florida	Lee	12071	722336	3387	194123.0556	58930.47	500
WI	Wisconsin	Dane	55025	531273	2425	238002.1211	68146.97	569
WA	Washington	Adams	53001	19238	81	2415.8523	0.0	8
WA	Washington	Okanogan	53047	41554	318	6429.5814	1203.0	21
VT	Vermont	Washington	50023	58504	574	47941.7867	1836.0	155
OH	Ohio	Adams	39001	27907	124	4508.6842	3939.0	12
SD	South Dakota	Bennett	46007	3460	13	0.0000	0.0	(null)
NY	New York	Hamilton	36041	4542	80	4918.4449	0.0	22
AP	Armed Forces - Americas	None	00000	0	0	0.0000	0.0	(null)
AR	Arkansas	Greene	05055	44598	219	22032.8738	3157.0	73
WV	West Virginia	Mason	54053	26825	83	360.1260	3430.0	2
WV	West Virginia	Cabell	54011	95987	433	6429.6140	11534.0	20
CA	California	San Francisco	06075	870887	6600	511953.5939	83891.55	755
WI	Wisconsin	Wood	55141	73107	601	14726.1145	3653.0	41
AL	Alabama	Jefferson	01073	659521	3291	83384.7297	39648.32000000001	243
AL	Alabama	Madison	01089	356967	1606	98223.9651	11449.59	187
KS	Kansas	Dickinson	20041	19064	126	5272.7394	4597.0	23
NC	North Carolina	Mecklenburg	37119	1054835	4172	286805.9437	175342.40999999997	527
ME	Maine	Hancock	23009	54419	656	20287.1484	21357.0	92
AZ	Arizona	Pinal	04021	418540	611	3212.8034	459.61	9
NC	North Carolina	Dare	37055	35964	524	30068.7275	19794.05	106
ND	North Dakota	Cass	38017	175249	932	111758.6115	36030.0	215
IL	Illinois	White	17193	14292	91	318.6523	0.0	2
NC	North Carolina	Jackson	37099	42241	229	5716.1740	2294.08	17
MO	Missouri	Stoddard	29207	29588	146	4598.9509	0.0	16
MD	Maryland	Frederick	24021	247591	1054	76785.5875	45458.88	164
ND	North Dakota	Mchenry	38049	5963	40	306.8938	0.0	1
MO	Missouri	Jackson	29095	691801	2925	313539.2733	103288.38	775
NY	New York	Erie	36029	921046	4034	141730.5310	66653.94	266
PA	Pennsylvania	Delaware	42045	563402	2516	151723.0823	26611.0	378
IL	Illinois	Jasper	17079	9536	50	209.2737	0.0	1
CO	Colorado	Grand	08049	15008	234	24386.8060	3295.0	46
NY	New York	Saint Lawrence	36089	110038	503	9059.0695	0.0	27
GA	Georgia	Johnson	13167	9505	27	617.5980	0.0	3
GA	Georgia	Cook	13075	17167	81	3166.1001	1210.0	9
ND	North Dakota	Benson	38005	6739	32	0.0000	0.0	(null)
NV	Nevada	Clark	32003	2155664	7076	513589.3806	94786.25999999998	858
NC	North Carolina	New Hanover	37129	223483	1374	103902.6892	48669.97	266
TN	Tennessee	Perry	47135	7964	46	206.2794	0.0	1
OH	Ohio	Athens	39009	66186	300	22009.4958	652.0	58
IA	Iowa	Fayette	19065	20054	112	930.6495	11.78	3
AL	Alabama	Cullman	01043	82471	469	27274.3174	3620.52	58
TX	Texas	Bastrop	48021	82733	264	11369.9588	7057.47	20
WV	West Virginia	Ohio	54069	42516	295	6865.2149	2718.0	12
PA	Pennsylvania	Bucks	42017	626399	3123	192494.2294	88816.08	468
IA	Iowa	Emmet	19063	9658	55	2185.7636	0.0	7
GA	Georgia	Stewart	13259	5705	12	354.5143	0.0	2
TX	Texas	Jim Wells	48249	41149	176	3580.7911	2557.0	10
PA	Pennsylvania	Luzerne	42079	316383	2006	44674.1265	24236.32	126
MA	Massachusetts	Essex	25009	779018	3999	289590.3512	82098.86000000002	723
MS	Mississippi	Lee	28081	85381	591	35727.2464	930.8499999999999	90
OK	Oklahoma	Mccurtain	40089	32822	215	7555.0409	0.0	25
CA	California	Santa Barbara	06083	446170	2675	297165.4405	51170.130000000005	479
MD	Maryland	Baltimore	24005	831026	2872	349487.2198	94529.93	536
IN	Indiana	Saint Joseph	18141	269141	1238	71358.6427	9992.2	157
CA	California	Riverside	06065	2387741	7880	481117.6767	225990.58000000002	934
KY	Kentucky	Mccreary	21147	17511	62	2117.7777	0.0	8
CA	California	San Bernardino	06071	2140096	7591	291629.1095	66376.20999999999	635
MO	Missouri	New Madrid	29143	17915	61	2242.2455	0.0	7
WI	Wisconsin	Calumet	55015	49553	130	11929.1078	2265.92	31
PA	Pennsylvania	Schuylkill	42107	143573	746	10631.3229	14727.279999999999	26
CO	Colorado	El Paso	08041	688284	2795	137467.3014	58394.869999999995	278
KY	Kentucky	Ballard	21007	8054	37	1139.3854	0.0	8
AE	Armed Forces - Pacific	None	00000	0	0	0.0000	0.0	(null)
ME	Maine	Waldo	23027	39364	287	14359.9997	1584.9	45
KS	Kansas	Hodgeman	20083	1870	19	0.0000	0.0	(null)
CA	California	San Diego	06073	3317749	15502	491184.6375	199594.82000000007	1086
VA	Virginia	Suffolk City	51800	89273	241	20447.0232	2097.16	34
MS	Mississippi	Harrison	28047	203234	953	108381.4201	61732.33	257
TN	Tennessee	Hamilton	47065	357738	1972	77005.6532	17554.870000000003	210
VT	Vermont	Caledonia	50005	30333	208	12907.5083	982.0	36
OH	Ohio	Darke	39037	51778	276	18243.9967	23998.8	41
SC	South Carolina	Horry	45051	322342	2382	138968.6683	63197.829999999994	416
SC	South Carolina	Clarendon	45027	33951	170	1966.6724	0.0	12
VT	Vermont	Addison	50001	36959	300	23483.4511	27598.3	62
FL	Florida	Putnam	12107	72277	313	7442.3015	3259.37	15
OH	Ohio	Scioto	39145	76088	346	19523.6171	10693.0	30
CO	Colorado	Arapahoe	08005	637068	2381	226851.7932	76275.45999999999	395
IN	Indiana	Shelby	18145	44324	184	12911.3833	1013.7	31
VA	Virginia	Rappahannock	51157	7388	46	7202.1512	1669.0	16
AL	Alabama	Montgomery	01101	226349	1203	39457.4891	21177.079999999998	104
CA	California	Sacramento	06067	1514460	5616	301171.7034	83035.54	672
AK	Alaska	Bethel	02050	17968	57	0.0000	0.0	(null)
LA	Louisiana	Calcasieu	22019	200601	881	33937.8778	19612.15	60
MT	Montana	Stillwater	30095	9406	62	837.3603	2421.0	3
TX	Texas	Harris	48201	4589928	18319	948095.0609	528528.2300000001	1921
LA	Louisiana	Jefferson	22051	436523	2612	166475.7124	45689.19	381
MO	Missouri	Bates	29013	16417	101	1382.8410	1666.0	11
CA	California	Lake	06033	64116	410	10497.4823	6554.1900000000005	34
PA	Pennsylvania	Dauphin	42043	273707	1192	64639.2045	23349.92	182
PA	Pennsylvania	Mckean	42083	41883	243	5381.7350	18049.0	19
UT	Utah	Weber	49057	247560	934	22854.3451	30663.0	60
MI	Michigan	Washtenaw	26161	364709	1546	75878.0474	36603.15	150
MA	Massachusetts	Suffolk	25025	784230	3684	306264.7633	56672.079999999994	570
KS	Kansas	Wyandotte	20209	163831	594	53098.9920	8355.19	133
PA	Pennsylvania	Bradford	42015	60770	362	6532.5715	3345.0	17
ME	Maine	York	23031	202343	1437	91228.7980	31831.37	260
TX	Texas	Austin	48015	29758	173	18042.2699	6523.0	41
FL	Florida	Brevard	12009	579130	2928	107358.8429	8545.89	285
AL	Alabama	Mobile	01097	414836	1954	99510.5555	46287.17	266
WV	West Virginia	Logan	54045	33700	137	3207.7092	0.0	9
NY	New York	Chautauqua	36013	129504	805	5975.5480	6745.0	25
ME	Maine	Androscoggin	23001	107319	596	42439.4477	14171.58	93
NY	New York	Niagara	36063	211758	986	18137.1812	2043.0	42
MO	Missouri	Callaway	29027	45078	151	5021.1326	6048.8	18
MT	Montana	Teton	30099	6056	62	979.4229	613.0	7
NJ	New Jersey	Essex	34013	796914	3572	195360.1271	58923.67	261
MI	Michigan	Bay	26017	104747	628	17611.7376	11232.8	40
IN	Indiana	Harrison	18061	39826	135	6312.4568	1600.0	12
PA	Pennsylvania	York	42133	443744	1880	74010.6214	18507.5	222
IN	Indiana	Perry	18123	18966	89	1333.2548	0.0	6
NJ	New Jersey	Monmouth	34025	625846	3979	210631.3367	55666.75	569
SC	South Carolina	Pickens	45077	122863	501	22256.1876	8851.0	42
KY	Kentucky	Floyd	21071	37110	162	2814.2889	112.63	11
AL	Alabama	Choctaw	01023	12993	64	1561.1825	2490.0	7
TX	Texas	Parker	48367	129441	510	29950.2937	5010.0	45
FL	Florida	Orange	12095	1314367	4926	244750.9594	58732.46	477
TN	Tennessee	Robertson	47147	69165	260	7662.1809	296.0	24
CA	California	Trinity	06105	12782	97	0.0000	0.0	(null)
NY	New York	Monroe	36055	747727	3607	155141.8039	52035.93	274
TX	Texas	Irion	48235	1557	6	0.0000	0.0	(null)
IL	Illinois	Saint Clair	17163	262759	979	73542.4666	41680.31	234
ND	North Dakota	Mcintosh	38051	2656	27	0.0000	0.0	(null)
FL	Florida	Gadsden	12039	46006	173	9168.6127	1509.2	16
KS	Kansas	Kiowa	20097	2483	24	86.1266	0.0	1
IL	Illinois	Christian	17021	33309	225	2849.0252	240.0	18
AA	Armed Forces - Pacific	None	00000	0	0	0.0000	0.0	(null)
MA	Massachusetts	Worcester	25027	819589	3619	273778.3253	70783.7	685
NE	Nebraska	Dodge	31053	36757	269	5721.1986	1598.0	21
MD	Maryland	Baltimore City	24510	614664	2651	182416.9769	100999.26000000001	371
OH	Ohio	Geauga	39055	94060	527	20903.7902	6789.7	47
OH	Ohio	Portage	39133	161921	702	26140.0614	12358.0	68
GA	Georgia	Calhoun	13037	6324	32	0.0000	0.0	(null)
CA	California	Sonoma	06097	503070	3415	187565.2493	28787.86	352
IL	Illinois	Cook	17031	5203499	19702	707227.0832	201028.92999999996	1357
TX	Texas	Williamson	48491	528718	1381	112339.7710	13672.949999999999	129
GA	Georgia	Macon	13193	13450	44	527.1887	0.0	2
WA	Washington	Snohomish	53061	787620	2997	140305.5071	83588.1	303
IL	Illinois	Du Page	17043	929368	4092	212969.9573	61540.990000000005	363
NC	North Carolina	Davidson	37057	164926	703	27156.3804	19454.06	80
MI	Michigan	Marquette	26103	66435	422	22148.6249	5550.3	25
CA	California	Stanislaus	06099	541560	2351	121167.5970	42611.23	305
MT	Montana	Flathead	30029	98082	933	23489.4150	6569.02	68
MN	Minnesota	Nobles	27105	21848	137	1908.5095	0.0	3
OK	Oklahoma	Cimarron	40025	2162	16	50.5000	0.0	1
PA	Pennsylvania	Allegheny	42003	1225365	6062	437756.9248	256686.62999999998	1509
AZ	Arizona	Coconino	04005	140908	682	28341.2957	16487.09	59
TN	Tennessee	Grundy	47061	13389	92	600.7294	0.0	2
TX	Texas	Fayette	48149	25149	209	8391.1155	0.0	16
MN	Minnesota	Polk	27119	31660	197	10835.1058	240.0	30
PA	Pennsylvania	Indiana	42063	86364	490	5620.0188	2309.0	19
NM	New Mexico	Bernalillo	35001	676953	3649	307709.8056	68569.13	568
GA	Georgia	Pierce	13229	19171	82	2957.5926	0.0	7
WV	West Virginia	Monongalia	54061	104622	419	15925.2044	6996.0	53
IA	Iowa	Carroll	19027	20437	174	7535.0056	9945.0	25
WI	Wisconsin	Portage	55097	70447	391	8285.2738	1993.0	38
OR	Oregon	Tillamook	41057	26143	247	1082.6066	6651.0	6
PA	Pennsylvania	Fayette	42051	132733	797	33948.6445	10506.5	95
TX	Texas	Gaines	48165	20478	80	4395.7725	0.0	8
VA	Virginia	Alleghany	51005	15595	25	142.4477	0.0	2
GA	Georgia	Muscogee	13215	197485	998	34037.8971	5500.05	69
GA	Georgia	Rabun	13241	16559	157	2371.2497	2508.55	9
OK	Oklahoma	Tulsa	40143	642940	3265	586330.0580	271441.38	1181
LA	Louisiana	Concordia	22029	19920	106	1593.8656	557.49	12
NE	Nebraska	Blaine	31009	484	3	0.0000	0.0	(null)
FL	Florida	Palm Beach	12099	1443810	7167	420294.8453	160669.03	885
TX	Texas	Cass	48067	30375	139	3553.3637	0.0	11
KY	Kentucky	Anderson	21005	22158	72	6723.2270	135.0	9
MN	Minnesota	Chippewa	27023	12133	89	4721.0830	0.0	9
OK	Oklahoma	Lincoln	40081	35129	113	2797.4406	240.0	12
MD	Maryland	Charles	24017	157705	496	45623.8072	12399.66	114
LA	Louisiana	East Baton Rouge	22033	447037	2222	229750.2762	80368.84	407
NE	Nebraska	Grant	31075	641	8	0.0000	0.0	(null)
AE	Armed Forces - Americas	None	00000	0	0	0.0000	0.0	(null)
SD	South Dakota	Gregory	46053	4171	45	896.9386	0.0	3
NY	New York	Cayuga	36011	77861	385	16687.0332	19043.0	37
AP	Armed Forces - Pacific	None	00000	0	0	0.0000	0.0	(null)
SD	South Dakota	Lawrence	46081	25281	222	4121.0176	21725.89	27
MN	Minnesota	Anoka	27003	345957	1078	91681.7464	14212.6	227
ID	Idaho	Jefferson	16051	27839	81	2650.2709	5440.0	9
IL	Illinois	Mchenry	17111	307004	1392	45072.4449	5000.0	85
CO	Colorado	Gunnison	08051	16408	214	2821.4692	0.0	7
OR	Oregon	Lincoln	41041	47806	591	4521.1662	2858.0	17
TX	Texas	El Paso	48141	837918	2671	235220.8454	57515.759999999995	440
NM	New Mexico	San Juan	35045	115079	610	11413.6699	18007.510000000002	29
FL	Florida	Sarasota	12115	412569	2590	155306.8195	46001.48999999999	283
MO	Missouri	Franklin	29071	102838	626	27540.2002	21970.58	90
MA	Massachusetts	Hampden	25013	468467	2316	101707.8208	42711.81	207
CT	Connecticut	Litchfield	09005	182571	1320	52014.4598	19247.79	135
NY	New York	Nassau	36059	1361500	8382	467294.8270	237874.28999999998	822
WI	Wisconsin	Marquette	55077	15067	120	628.6478	0.0	3
NM	New Mexico	Roosevelt	35041	19082	80	1628.4692	7249.0	6
WI	Wisconsin	Milwaukee	55079	951448	3800	248959.1339	98222.02	565
CA	California	Fresno	06019	979915	4504	351997.6367	113564.13	529
NY	New York	Schoharie	36095	31317	160	2119.4252	0.0	14
MN	Minnesota	Carlton	27017	35738	187	6298.7492	1129.0	31
AZ	Arizona	Cochise	04003	125770	588	11273.0402	10112.0	29
VA	Virginia	Franklin City	51620	8306	62	507.2126	0.0	3
WA	Washington	Grant	53025	93546	423	20008.5418	616.0	37
MN	Minnesota	Chisago	27025	54748	231	13874.1194	1392.0	45
NY	New York	Saratoga	36091	227053	980	111811.8919	36486.18	294
VA	Virginia	Bristol City	51520	16960	120	302.6864	360.0	2
NY	New York	Greene	36039	47508	317	26744.3410	24082.12	68
OK	Oklahoma	Oklahoma	40109	782970	4163	656020.4909	165486.43000000005	1284
IA	Iowa	Hancock	19081	10835	66	559.1566	0.0	4
CA	California	Napa	06055	142166	1326	100884.3564	42330.60999999999	221
WI	Wisconsin	Door	55029	27587	535	27063.2284	26193.0	93
TX	Texas	Glasscock	48173	1314	3	224.4800	0.0	1
OH	Ohio	Wayne	39169	116470	559	16739.7855	17902.0	39
AR	Arkansas	Clay	05021	14920	74	2235.2421	36.12	11
VA	Virginia	Arlington	51013	230050	631	47319.2681	16064.95	102
OK	Oklahoma	Kay	40071	44943	316	17075.7407	0.0	46
AL	Alabama	Lauderdale	01077	92318	509	26758.5357	1503.0	43
WV	West Virginia	Morgan	54065	17632	77	1821.0643	0.0	5
TX	Texas	Brazoria	48039	354195	1160	84856.6769	27957.09	195
KS	Kansas	Johnson	20091	584451	2314	415356.5373	103618.79999999999	838
MN	Minnesota	Olmsted	27109	153102	677	50803.6312	11397.0	126
OH	Ohio	Stark	39151	373612	1885	70703.5837	32524.38	185
NE	Nebraska	Loup	31115	591	3	0.0000	0.0	(null)
AZ	Arizona	Maricopa	04013	4242997	13028	976234.7657	430254.1099999997	1718
WA	Washington	Lewis	53041	77066	512	9023.4504	5940.0	24
CA	California	Kern	06029	884788	3337	93045.2857	33862.47	195
AR	Arkansas	Pulaski	05119	393250	2300	212618.1007	122551.09	520
WA	Washington	Spokane	53063	499072	2587	269374.3119	46886.47	674
SD	South Dakota	Brookings	46011	34135	204	9866.8749	26261.0	24
AL	Alabama	Calhoun	01015	114611	587	13651.1306	3185.86	49
WV	West Virginia	Boone	54005	22816	68	1397.8384	0.0	6
NY	New York	Columbia	36021	60989	441	21947.6600	28215.7	61
TN	Tennessee	Rutherford	47149	308251	1111	48824.2639	7274.8	159
CA	California	Ventura	06111	849738	4441	367484.5394	119671.81999999998	836
ME	Maine	Oxford	23017	57217	350	31693.8464	8083.91	93
AZ	Arizona	Santa Cruz	04023	45985	215	12700.5556	11760.85	26
MN	Minnesota	Martin	27091	19829	131	564.7491	0.0	3
IA	Iowa	Jefferson	19101	18090	132	4652.6408	1534.0	17
SD	South Dakota	Roberts	46109	10255	69	1719.3368	0.0	4
WV	West Virginia	Mercer	54055	60468	247	11246.3097	1301.22	26
AL	Alabama	Clarke	01025	24392	119	6307.2962	1387.0	21
MD	Maryland	Garrett	24023	29425	263	2906.1164	3181.0	9
NC	North Carolina	Craven	37049	103445	465	17887.8326	616.24	48
ID	Idaho	Shoshone	16079	12452	129	3195.3200	0.0	9
ND	North Dakota	Lamoure	38045	4111	51	107.8831	0.0	1
WA	Washington	Pierce	53053	861312	3406	158529.9103	50694.149999999994	353
MD	Maryland	Montgomery	24031	1043863	3361	281603.2051	206967.37000000002	469
AR	Arkansas	Washington	05143	228049	1070	144046.0612	35626.71	340
MA	Massachusetts	Plymouth	25023	513565	2604	287315.9781	122825.92	581
WI	Wisconsin	Monroe	55081	45623	276	14458.2404	4077.0	34
NY	New York	Herkimer	36043	62613	324	12593.0127	0.0	36
WI	Wisconsin	Washington	55131	134296	622	37334.3900	5037.0	93
MS	Mississippi	Pontotoc	28115	31550	113	6565.2430	645.0	20
MN	Minnesota	Ramsey	27123	540649	2199	226880.3702	68668.8	449
IA	Iowa	Dubuque	19061	97003	619	15846.1662	1897.5	56
AR	Arkansas	Polk	05113	20173	146	2756.7520	0.0	12
TN	Tennessee	Coffee	47031	54682	350	10064.9096	0.0	31
CT	Connecticut	Hartford	09003	892389	4538	287860.7648	141549.39999999997	755
KY	Kentucky	Caldwell	21033	12568	68	624.5053	0.0	3
IL	Illinois	Sangamon	17167	197499	992	46842.9297	21379.59	121
CO	Colorado	Yuma	08125	10103	86	116.9641	0.0	1
NY	New York	Broome	36007	195334	965	36101.6875	3028.32	99
MO	Missouri	Clark	29045	6723	41	598.3296	0.0	2
MO	Missouri	Butler	29023	42739	267	10826.3268	38.22	42
SC	South Carolina	Lexington	45063	286196	1156	102921.0643	50006.729999999996	259
OK	Oklahoma	Stephens	40137	44090	267	16421.7325	413.0	41
MO	Missouri	Saint Louis	29189	998581	4572	449557.4695	224008.26	1021
IN	Indiana	Marion	18097	941229	3324	408561.4469	179268.55000000005	784
MD	Maryland	Prince George'S	24033	908049	2522	300767.5472	95128.01	338
WA	Washington	Franklin	53021	90160	305	22202.8585	8308.0	49
MS	Mississippi	Sharkey	28125	4552	20	946.3909	0.0	1
AL	Alabama	Tuscaloosa	01125	206102	871	74325.3265	32881.270000000004	139
MS	Mississippi	Franklin	28037	7782	24	601.9623	0.0	2
TX	Texas	Bexar	48029	1928680	6682	540615.5451	39878.579999999994	898
OK	Oklahoma	Craig	40035	14625	97	6600.5774	1306.0	16
OK	Oklahoma	Garfield	40047	62603	369	39989.6146	5201.0	109
OH	Ohio	Montgomery	39113	531239	2272	175946.9020	58305.409999999996	416
OH	Ohio	Clinton	39027	41902	218	10539.9397	1805.0	27
TX	Texas	Galveston	48167	329431	1468	106559.3526	46153.33999999999	320
NY	New York	Onondaga	36067	466194	2495	111902.2232	53982.11	233
PA	Pennsylvania	Montgomery	42091	821725	3865	273910.5076	100076.56	642
IN	Indiana	Martin	18101	10171	64	851.9970	2335.0	3
NM	New Mexico	Grant	35017	28280	165	4487.9481	0.0	12
LA	Louisiana	Orleans	22071	391495	2120	263994.9036	72213.82	476
MO	Missouri	Lawrence	29109	38381	148	10032.5701	3904.0	25
NY	New York	Rockland	36087	326780	1601	67226.4395	8980.1	151
IL	Illinois	Peoria	17143	185006	912	32208.9107	26529.86	72
GA	Georgia	Carroll	13045	116261	517	23177.4834	338.49	35
KY	Kentucky	Pike	21195	60555	272	1154.4375	0.0	5
CT	Connecticut	New Haven	09009	856875	4840	255239.0208	79556.85	586
NJ	New Jersey	Somerset	34035	333751	1291	105536.8780	47755.29	275
PA	Pennsylvania	Warren	42123	40025	211	4575.7232	10379.72	30
FL	Florida	Alachua	12001	263496	1086	75195.0571	12868.57	146
TX	Texas	Newton	48351	14003	23	0.0000	0.0	(null)
WY	Wyoming	Sheridan	56033	30200	263	2856.1731	1818.0	15
OH	Ohio	Franklin	39049	1264518	4701	413056.8187	207748.16	871
